Profession,Income,Credit_card_number,Expiry,Security_code,Fraud,Transaction_amount
DOCTOR,59108,213141798984832,02/33,477,0,7831.33
ENGINEER,74177,4504473839306836,07/30,698,1,88737.27
LAWYER,19312,4940618928077472,05/27,368,0,3137.83
LAWYER,85037,4327044053186423083,09/29,628,1,101552.08
ENGINEER,32848,676274582144,10/32,953,1,39044.45
ENGINEER,45405,3511887622462717,01/27,463,1,49805.16
DOCTOR,93744,4926481896001,07/28,758,1,96529.27
DOCTOR,14109,372790492457896,08/28,6202,1,13952.44
ENGINEER,33199,5121054448616326,06/30,503,0,14821.38
LAWYER,97409,213161932318648,09/30,769,1,82283.31
LAWYER,55058,2267908816249385,09/33,898,1,51415.4
LAWYER,35172,4735950006242939308,01/27,373,1,35512.99
LAWYER,99373,676306574705,10/29,62,1,89991.72
DOCTOR,49551,3505097975667908,09/31,431,1,45276.89
ENGINEER,63872,3588229598828936,12/24,962,1,55258.37
LAWYER,53690,3531985844050348,03/32,745,0,17486.44
ENGINEER,33677,585008128076,05/30,458,1,37896.3
ENGINEER,79079,213165896702135,10/25,295,1,63323.63
DOCTOR,34074,4587107631840,07/33,514,1,39771.74
DOCTOR,585,4569149966483,12/29,880,1,611.06
DOCTOR,98399,4804444480736,04/26,2220,1,109383.93
ENGINEER,29761,5210585220923804,03/26,906,0,9597.22
DOCTOR,60805,6011715834147859,05/33,581,1,66262.76
ENGINEER,72856,4136693316547,04/27,960,1,51589.35
ENGINEER,63878,374766217072507,03/28,936,0,27298.4
LAWYER,69332,3548754636529419,02/25,172,1,49923.85
DOCTOR,25872,4394347241870527,04/26,522,0,11796.74
DOCTOR,19963,6561284466754403,02/26,878,0,9917.32
LAWYER,60707,60444879336,06/30,780,0,13211.48
LAWYER,17988,6594846671572209,04/30,280,1,14483.21
LAWYER,82393,3580409263559663,11/29,644,0,33463.53
ENGINEER,18957,4177593162544947,11/26,919,0,3814.35
ENGINEER,33780,6567981049076584,12/27,952,1,38265.35
LAWYER,36056,676374602180,10/32,543,1,27093.25
LAWYER,85782,213163156797580,06/25,994,0,12900.08
DOCTOR,81385,30286480833432,10/28,689,1,96813.62
LAWYER,77759,4824119642281756,05/31,501,0,28734.72
LAWYER,17478,371585085268218,04/31,288,0,7668.56
LAWYER,40392,2703161286494865,02/34,696,1,34824.56
ENGINEER,40972,3559496922449672,06/25,635,1,42538.85
LAWYER,8570,4569060758372,05/34,563,0,2894.06
ENGINEER,38440,4214507244682,07/32,101,1,38500.55
LAWYER,60088,2285205807529380,06/31,153,0,22413.6
DOCTOR,93385,4044492747723905,02/33,54,0,30830.47
LAWYER,28873,3545117231650209,11/30,729,0,7842.63
ENGINEER,81125,38048872858316,01/27,354,0,17066.19
ENGINEER,91318,3580996303913371,01/27,83,0,37205.92
DOCTOR,11727,3585416671732597,07/33,343,0,2234.1
DOCTOR,97517,30510816074191,02/25,528,0,36758.23
DOCTOR,31607,3532411458133527,05/26,606,0,6110.68
LAWYER,54352,2303268194409077,02/29,254,1,55040.37
LAWYER,65363,501808682584,04/25,911,0,26068.81
LAWYER,48791,4156355500091014,01/25,475,0,9147.61
ENGINEER,43110,3501963343666514,02/29,579,0,5344.66
ENGINEER,25814,580720815449,10/28,201,1,19760.28
ENGINEER,48277,344742558223063,05/33,566,0,16529.99
ENGINEER,33466,3560247859213145,11/28,121,0,14717.63
DOCTOR,69251,4438996938667303,08/34,302,1,50033.74
ENGINEER,4886,3585990367506895,07/34,136,0,1923.43
LAWYER,88706,4952342915444211282,08/25,956,0,20981.4
LAWYER,2474,4087300576049292,12/32,424,1,2323.74
ENGINEER,23650,38791553656984,08/33,928,1,27538.76
ENGINEER,98941,3542324084471385,09/27,952,0,23032.34
LAWYER,8778,6011418152564165,04/28,732,1,8186.96
ENGINEER,92293,4955205104285194,08/27,167,1,65236.5
LAWYER,47035,4836098664311114119,08/32,183,1,34843.5
ENGINEER,36174,3543700718828125,09/32,747,0,7359.12
DOCTOR,61333,4041851404434,05/27,925,0,6816.6
DOCTOR,3623,213122139361419,12/27,263,1,3679.84
LAWYER,80329,630433529769,08/29,919,0,21733.76
LAWYER,48495,4378615422041,09/25,6,0,15482.42
ENGINEER,46611,4687816917933203,07/30,890,0,7917.29
DOCTOR,51972,676226686134,05/27,199,0,11349.27
DOCTOR,71760,4290641387396886631,05/25,843,1,74050.02
LAWYER,13333,2282967636225562,10/26,207,1,15768.29
ENGINEER,22299,349164423390040,05/30,835,1,16171.42
LAWYER,58723,3545780976639453,03/30,436,0,26786.72
LAWYER,38799,4886954901615,11/29,624,1,38350.51
ENGINEER,18758,30018567609181,10/27,66,1,18419.6
ENGINEER,82048,180048795475145,12/32,560,0,24623.54
ENGINEER,8732,3526206271853758,01/31,2267,0,1115.58
LAWYER,95147,3545996650309904,01/30,595,0,12935.31
DOCTOR,68796,3526087764360547,09/28,218,1,68827.37
LAWYER,29604,4595197485332,01/33,6669,0,6997.9
ENGINEER,75380,4054868263411490194,12/29,416,1,87337.83
LAWYER,84039,340873850769190,02/34,286,1,75912.03
ENGINEER,98047,180053643752547,11/30,2,0,15424.03
ENGINEER,79175,4272095696140006,09/31,671,0,30552.65
ENGINEER,29234,2458950507591609,05/30,102,1,24751.75
LAWYER,557,375910842749670,02/31,483,0,172.77
DOCTOR,70994,349372327521814,03/29,92,1,74466.77
DOCTOR,12642,3588038684307220,03/31,191,0,5816.66
LAWYER,72612,4023164530014,07/32,527,0,30270.23
DOCTOR,6195,2719569555930330,04/32,736,0,2295.52
DOCTOR,65518,347621196050459,05/27,504,0,24363.08
ENGINEER,23097,30570030102475,10/33,489,0,11048.91
ENGINEER,60568,6011602749882004,11/32,130,0,13223.79
DOCTOR,82574,4104366485874,02/27,706,1,57847.72
LAWYER,10725,349119152412845,07/34,168,1,8965.86
ENGINEER,57432,4843941449383924,03/34,305,0,10748.78
DOCTOR,18367,347417028278644,01/27,832,1,18934.86
DOCTOR,46557,2262579868180482,04/26,9,0,16457.18
ENGINEER,16153,340779500677925,09/30,756,1,16100.19
DOCTOR,83322,2233010522156086,08/26,219,0,8873.57
LAWYER,20433,3515902626944747,04/32,6750,0,7999.75
LAWYER,67141,349240854265016,06/29,570,1,57859.78
LAWYER,70812,213119572360486,04/33,519,1,73115.37
DOCTOR,49406,583454636403,05/26,443,0,15939.93
ENGINEER,20830,4684034324902385633,08/29,631,1,18150.54
DOCTOR,20992,4976899155108447734,11/27,506,1,16106.91
LAWYER,53683,502048435585,05/33,209,1,40112.44
LAWYER,41484,4207155598432065,05/33,763,1,46286.15
LAWYER,64534,340138961907869,09/27,665,0,30160.55
LAWYER,80321,3592799014193408,09/31,687,0,28908.75
DOCTOR,20078,4380886104001,03/28,239,1,15092.98
DOCTOR,5411,4588821521277823,07/28,1170,0,1411.25
ENGINEER,89922,6011162223552037,07/27,257,0,35211.27
LAWYER,30056,4254313110040,06/31,606,1,32758.35
DOCTOR,96032,4008398867388755,08/33,168,0,14144.31
DOCTOR,26604,4120323328889459,11/32,36,1,18623.21
LAWYER,76495,4857734046991370722,03/27,822,0,29439.47
DOCTOR,5418,5361556762116062,10/29,198,0,1314.62
DOCTOR,87203,345876259758420,04/26,482,0,17596.91
ENGINEER,48709,30384970796738,03/28,1976,1,34410.41
DOCTOR,4090,4566314882956223,06/31,529,0,1292.93
ENGINEER,99413,3580018504348339,03/34,936,1,111896.82
LAWYER,71449,4194847113484069,11/32,514,0,34513.63
DOCTOR,58797,30285629924243,07/32,591,1,57789.95
ENGINEER,3756,30185535257128,02/25,195,0,1148.53
ENGINEER,18770,4676407298635485,08/34,3171,0,2515.6
LAWYER,83164,3504618816213627,09/33,541,0,26574.98
DOCTOR,82683,4648524885318,04/29,422,0,20835.42
LAWYER,21925,4563746824989,07/25,548,0,7517.08
DOCTOR,50067,370134870720819,09/29,322,1,44778.08
ENGINEER,38372,6011299733876702,03/26,811,1,31470.78
LAWYER,71287,3534615261086007,11/25,375,1,53285.79
LAWYER,37006,4826502238349118995,04/32,34,1,31731.14
ENGINEER,57792,377668272232439,06/26,408,1,43247.05
LAWYER,95133,4760699482531366,08/26,14,1,75007.47
LAWYER,54283,4763123478276552,02/32,87,0,26866.53
LAWYER,31392,4489423870351315,11/29,731,1,28945.05
ENGINEER,10751,30384431367020,03/26,847,0,3362.36
LAWYER,76255,180047909019211,11/27,450,1,86687.39
DOCTOR,23112,4279262874396411,01/26,234,1,27683.19
LAWYER,53224,4098568085179,05/29,337,1,52764.0
DOCTOR,52863,576148125411,12/33,367,1,58479.0
DOCTOR,62749,180004548123201,01/29,226,1,54181.91
ENGINEER,83340,6566456965980987,08/28,988,0,18526.28
LAWYER,42228,2446051911979277,01/27,750,0,11024.95
ENGINEER,55681,180037304957792,04/28,408,1,57699.64
DOCTOR,34661,341238700089638,11/29,576,1,36085.42
DOCTOR,53044,3501034885750833,06/27,914,1,45491.58
LAWYER,43790,4129347692203444,02/27,26,0,6712.31
ENGINEER,15743,4792703102656678,06/27,867,0,5556.63
LAWYER,46190,3588936731699624,02/26,728,1,35296.69
DOCTOR,67199,569061013862,06/33,302,1,66476.36
ENGINEER,69508,4962527254755945,03/29,6735,1,72754.79
DOCTOR,15550,4751393838334747039,05/28,246,1,16332.25
DOCTOR,44660,4641961024343,07/33,621,0,17926.03
ENGINEER,18591,180033995579532,12/29,181,0,8350.03
DOCTOR,25825,4490206486759402,06/32,616,1,24533.22
ENGINEER,69294,371703561895095,07/26,634,1,73806.74
ENGINEER,15817,30041342697412,04/25,330,1,15968.63
ENGINEER,61669,4343488027231674,09/33,463,1,48923.25
DOCTOR,58643,180068494418469,08/25,874,0,6466.91
ENGINEER,45066,6011382407454954,05/29,258,1,37957.77
LAWYER,45652,4207649848823747676,08/33,7,0,12655.35
LAWYER,39447,4253632383049,11/26,193,0,13681.89
ENGINEER,10133,4957437110132858,11/27,540,0,4458.36
LAWYER,16191,4314693001281398,06/34,424,0,2890.07
LAWYER,79322,6011644272270074,08/27,5833,0,11915.74
LAWYER,10025,3541252655555032,06/26,212,0,4866.05
ENGINEER,95114,2585916201478621,01/34,207,1,71718.08
LAWYER,36329,4674214644826020,04/34,997,1,34121.85
ENGINEER,42419,4973038266627,09/25,3893,1,42112.81
DOCTOR,9317,4793382260467514,07/29,177,1,9043.89
DOCTOR,69082,4147128448757230175,01/25,717,0,9285.51
DOCTOR,88203,180039318000874,03/29,673,0,10832.28
DOCTOR,92292,4679720941647,05/25,749,1,69472.04
LAWYER,89381,4248588025776,11/32,377,0,29874.27
DOCTOR,10096,6507802942091350,11/25,131,0,3207.88
DOCTOR,65308,676380714672,05/34,714,0,12636.86
LAWYER,41195,574824354769,12/25,722,0,14628.74
DOCTOR,87510,4743652952869172,12/27,324,1,97139.05
LAWYER,54880,3585142541616899,03/34,992,0,6400.74
LAWYER,94387,4932192029296,09/28,758,1,89579.4
ENGINEER,32111,676103716616,10/27,573,1,33544.92
ENGINEER,90103,213184078002511,12/24,60,0,18103.92
DOCTOR,67533,4871766401481910,12/32,254,1,57665.45
ENGINEER,58208,4757830694639359,04/28,288,0,20108.25
DOCTOR,64518,4523511399382089477,02/27,870,1,74129.09
LAWYER,97332,3524984916394030,05/33,932,0,41265.83
DOCTOR,96498,2655865515604981,01/27,779,0,32158.16
LAWYER,82951,4430415034592347,05/29,204,1,88352.01
ENGINEER,11698,378129222725716,08/29,602,0,2876.88
ENGINEER,40411,180011174597871,02/29,86,1,41238.73
LAWYER,38821,4546295483482567,04/32,858,1,36223.52
ENGINEER,15633,3599824887488322,03/29,401,1,12427.74
ENGINEER,70912,4622521138997015,02/28,523,1,74519.23
LAWYER,57227,213150583615691,11/29,8861,1,55981.3
DOCTOR,69982,676293710114,11/29,138,0,17037.02
LAWYER,22235,6560130541916361,03/32,81,1,25696.31
ENGINEER,6437,4468431835805,06/33,4114,1,4573.28
ENGINEER,53353,4698535511932,04/33,7646,0,12074.28
ENGINEER,21472,342909241664043,11/34,418,1,15641.08
DOCTOR,86020,4621015325326,02/26,651,0,34976.67
DOCTOR,94537,180063302472170,06/25,450,0,36003.75
DOCTOR,9718,3522053701812143,10/33,532,1,8412.64
ENGINEER,25262,4290079287866334,05/26,880,0,9353.64
LAWYER,59264,2289050283009762,01/34,928,1,53217.21
LAWYER,53544,375466421156928,06/30,792,1,57727.23
DOCTOR,7263,4098462836552,09/25,944,1,6733.47
ENGINEER,71579,213100033702722,06/27,854,0,18962.13
LAWYER,1611,4168220544803251,01/26,989,1,1880.62
LAWYER,83762,4497682124438950,06/26,285,1,69140.47
ENGINEER,24775,30086608590538,06/26,243,0,3671.13
ENGINEER,27402,4391762491574244,09/30,721,0,9147.26
ENGINEER,6812,6011384527255816,07/25,218,1,8069.91
ENGINEER,26297,30280756661304,10/25,0,1,23375.92
ENGINEER,71600,30565345458133,06/32,608,0,8936.73
LAWYER,35707,2324570735899327,09/28,81,1,31052.69
ENGINEER,70640,30071825578755,12/26,878,1,67317.51
ENGINEER,37293,6011642736634059,11/30,738,0,6144.74
DOCTOR,27892,6011048771881730,07/26,880,1,28702.29
LAWYER,90946,630488531553,11/32,564,0,45391.13
LAWYER,75016,4883663282224863,11/25,6,0,21056.68
ENGINEER,3201,586617054083,06/26,930,0,774.29
ENGINEER,57623,3587502068722503,03/30,236,1,51880.99
DOCTOR,48771,3575065885415945,07/34,738,0,7123.42
ENGINEER,27514,4887833456342,09/33,26,1,31410.99
ENGINEER,54138,3542727091897253,09/28,849,1,49125.52
LAWYER,59173,3545263134146760,09/30,159,1,52879.19
ENGINEER,27725,3530461219366561,11/29,599,0,10088.47
LAWYER,20567,3529162471828420,05/31,547,1,18942.55
DOCTOR,28352,3539542521065792,09/27,924,0,10186.69
DOCTOR,97209,4174465940871,05/25,495,0,12110.15
DOCTOR,18556,4787735497255283,04/32,701,1,20538.93
ENGINEER,97849,213112381000211,12/24,804,1,114507.99
ENGINEER,18262,3574295934559119,02/31,490,0,6565.3
LAWYER,36462,180015065280042,08/28,953,1,42926.09
ENGINEER,61816,180087289401472,01/34,574,1,47951.67
ENGINEER,37439,4853014690287132,08/28,785,0,10893.49
DOCTOR,74724,180090622434085,09/30,277,0,25460.16
LAWYER,77527,3590482578398075,03/31,665,0,25792.82
ENGINEER,67641,4491429385476,08/29,319,0,17626.21
DOCTOR,96723,36799107644259,02/25,147,0,22752.52
DOCTOR,24826,5144825022560748,10/34,997,1,18952.47
ENGINEER,88814,180048726314306,08/29,267,0,22798.29
LAWYER,4703,3564061515144024,04/33,462,0,776.3
LAWYER,46330,60490556481,11/29,117,1,49442.58
ENGINEER,97250,4970528666624950,08/26,185,0,17848.52
LAWYER,69557,180038616989309,03/29,705,0,8585.15
DOCTOR,86927,3581324675838382,04/30,674,0,27898.91
DOCTOR,40122,36407850395943,04/26,130,0,13564.92
ENGINEER,80529,4324111994716328,08/33,3021,1,91477.44
LAWYER,30512,3565705627098911,06/34,451,0,10093.15
LAWYER,47425,30127802588116,02/25,631,1,41389.71
LAWYER,54375,4675217761986621366,11/33,12,1,59894.39
LAWYER,19639,4162832277853,06/34,845,1,19052.57
LAWYER,7512,348081012743937,08/28,78,1,5556.18
DOCTOR,56511,213103475191743,11/28,486,0,18441.81
ENGINEER,48004,377559607566445,05/29,408,1,55397.06
DOCTOR,52413,6506153334458265,03/28,884,0,13550.07
ENGINEER,30498,30473570739378,05/25,204,0,6664.74
ENGINEER,44552,4896536593956966323,02/33,188,1,34382.33
DOCTOR,15889,4827151358965998,03/31,419,1,12325.46
ENGINEER,8598,344979988578779,06/26,319,1,7879.08
DOCTOR,3886,501891106921,11/32,532,0,1314.52
LAWYER,90297,213163522871614,02/26,222,0,11941.43
LAWYER,74486,348675337474472,07/27,71,1,87132.55
DOCTOR,73350,2221498654634307,09/31,380,0,29490.62
LAWYER,86859,180002255061093,04/30,240,0,29067.33
ENGINEER,91961,4038911967700723046,06/32,183,1,102464.72
DOCTOR,99087,4239727230694187,04/30,653,0,13086.89
LAWYER,84989,180059065221184,12/29,68,0,24709.32
LAWYER,41650,4171389381366253,10/28,764,1,42276.69
LAWYER,34769,213166359857663,04/27,10,1,38744.02
ENGINEER,82393,2226206280878585,08/34,90,0,34060.26
DOCTOR,47691,30544214884208,02/29,2450,1,39990.55
LAWYER,75033,3510670574359946,01/25,997,1,87821.63
DOCTOR,9997,30437014260978,09/33,458,0,1496.93
DOCTOR,2004,180031301036452,09/27,72,0,901.91
DOCTOR,30186,30237868620289,03/33,318,1,35784.6
LAWYER,82540,5234933258943520,07/25,2848,0,14102.9
LAWYER,33113,6011572559690930,09/29,122,1,35133.99
DOCTOR,39443,30034897037175,09/31,204,1,28404.59
DOCTOR,96704,2284867228540295,01/25,718,0,25352.8
ENGINEER,39589,60403479045,12/33,533,1,37931.87
ENGINEER,91905,3590372368090927,12/31,380,1,91015.6
DOCTOR,63053,4693021440946240380,06/25,330,1,73643.93
ENGINEER,74893,676175202347,05/31,360,0,27628.05
LAWYER,35652,3543978977053011,03/32,743,0,10428.61
LAWYER,87736,213170031575420,01/33,998,0,37188.66
ENGINEER,37207,4424610414659249,07/32,282,0,17867.29
DOCTOR,14391,3556976410653235,01/30,529,1,10232.48
LAWYER,34104,4375360451410879,11/28,384,0,16813.56
ENGINEER,81242,4495273231488,03/26,786,1,60368.17
LAWYER,11476,4483713355811700,03/28,649,0,4885.96
LAWYER,33706,30519942964258,12/29,393,1,28318.68
LAWYER,5901,4809236110312100,09/30,956,0,902.1
LAWYER,58741,2290609351709673,11/31,58,0,16209.12
DOCTOR,92699,373100708244477,11/24,572,1,94736.37
ENGINEER,82199,213106521744563,04/34,406,0,20745.44
DOCTOR,87490,4428593941454134,03/34,189,0,10658.57
DOCTOR,38792,30384379361951,11/28,698,0,13180.92
DOCTOR,52098,374334610773872,05/26,673,0,24015.16
LAWYER,33925,30157912892066,06/31,3753,0,8592.73
ENGINEER,59156,4219322938772,11/27,253,0,11034.55
ENGINEER,3476,4668358462125,03/28,692,1,3202.4
ENGINEER,15690,36487766254921,10/27,154,1,11362.41
DOCTOR,9528,371284285343308,08/28,131,1,10578.4
LAWYER,34502,213159649944516,08/28,687,0,14854.36
DOCTOR,21703,676357033700,06/32,980,1,21572.79
ENGINEER,24562,30527951294483,08/31,516,1,21529.86
DOCTOR,48027,4674707269526403,06/26,768,1,52824.5
LAWYER,26490,180032574484239,11/26,708,1,25889.83
LAWYER,95101,630459478958,09/25,173,1,105844.19
DOCTOR,90285,6011560151543250,06/25,590,1,91705.13
ENGINEER,36191,379719614123105,05/27,706,0,14974.47
LAWYER,17446,345984293917026,09/33,458,0,5921.61
LAWYER,20090,4062878800149,11/31,984,1,18223.05
LAWYER,63706,676175319976,02/26,627,1,75107.65
ENGINEER,36718,501888885941,04/28,498,0,11619.25
LAWYER,80795,30571897993618,01/31,137,1,81000.6
ENGINEER,15109,4018578235440,06/29,434,0,2843.44
LAWYER,24129,6011607752246393,10/34,120,1,24438.46
DOCTOR,4899,6569592639249933,01/26,5382,0,1610.02
ENGINEER,46612,4544596985889643,12/27,694,1,36936.24
LAWYER,40020,30092611201816,11/29,957,1,29206.34
ENGINEER,24198,580823404323,06/27,177,1,24250.74
DOCTOR,17048,6575995651772843,08/31,984,0,6912.57
DOCTOR,15762,6561886998940613,02/29,9367,0,4876.14
LAWYER,45018,4768191891009,05/25,371,1,36617.03
DOCTOR,57313,30553753902586,08/28,769,0,21011.45
ENGINEER,87268,2709359449312602,08/32,729,1,64582.93
DOCTOR,84887,4068049762915526,04/34,181,1,78173.87
LAWYER,91045,3523162373117829,03/26,916,1,71168.36
LAWYER,50545,2704280126396624,12/30,723,0,8783.89
LAWYER,25912,676178167877,06/31,848,1,20759.32
ENGINEER,64801,4956869959867833,10/32,64,0,16503.7
ENGINEER,32217,2718892594341207,07/26,161,0,3880.86
ENGINEER,41986,213163567656623,07/29,125,0,10879.3
LAWYER,57956,675935857341,02/28,189,1,55397.46
LAWYER,61142,180045677053628,10/33,88,1,57574.19
DOCTOR,81019,6011536200167739,03/32,807,0,20507.01
ENGINEER,24419,4512289006310132,07/28,772,1,27338.86
DOCTOR,77510,4577522741592086046,08/32,370,1,59889.14
LAWYER,83781,38739592809122,03/26,3475,0,25325.21
ENGINEER,94433,3538771864837340,01/27,342,0,11786.8
ENGINEER,85153,370176587830704,01/32,191,1,62636.66
LAWYER,71996,4388531601284647,01/25,624,1,71055.22
DOCTOR,88794,30062755352899,02/30,30,1,87285.32
LAWYER,62963,3512512644877531,05/34,720,1,71715.91
LAWYER,87037,4297702474269706,07/26,179,0,28125.96
ENGINEER,69887,4931706986633087,11/24,351,0,33819.47
DOCTOR,45022,4704699551417801,04/31,145,1,32611.57
LAWYER,58950,4234742967410177111,02/33,286,0,8206.02
ENGINEER,14270,180036523417026,11/31,8,0,1678.53
ENGINEER,43497,4380374323535,12/25,460,0,7573.29
ENGINEER,92243,2553869425900722,11/24,935,1,89534.29
DOCTOR,3938,2622374516333484,06/32,300,1,4027.73
ENGINEER,27174,4361501227918152583,11/29,333,0,3212.89
ENGINEER,31245,4608981175363,06/33,483,0,14947.24
LAWYER,25072,346097853888013,10/26,401,1,28107.79
ENGINEER,93022,30289714613323,05/26,118,1,78911.14
DOCTOR,79439,213148397627746,12/32,820,0,10396.58
DOCTOR,57505,4834217853418691,09/28,484,1,45138.18
LAWYER,34314,2587934035777157,07/31,837,1,26197.79
LAWYER,91482,2234809985357019,05/31,988,1,69676.52
ENGINEER,39854,4788808879911226,05/34,3006,0,12252.1
ENGINEER,46518,4532758461899,07/27,899,1,38280.77
ENGINEER,58503,4744394372465245,12/24,158,1,51428.22
LAWYER,91692,2290238323553124,03/33,739,0,45461.09
DOCTOR,72876,502050075451,05/30,148,0,27235.63
LAWYER,4718,4734080892577250890,06/25,627,0,2262.72
ENGINEER,99571,30467411352714,05/28,243,0,15634.9
ENGINEER,5379,2711371106388441,07/32,518,1,4793.06
DOCTOR,54534,4925270103794296,05/25,667,1,53299.67
ENGINEER,3664,4851325500618244510,01/30,384,0,478.9
DOCTOR,37465,3566311350166394,12/28,849,1,26303.94
LAWYER,53130,503899096443,05/31,256,0,19561.07
DOCTOR,61534,344568129054970,08/25,550,1,62820.66
LAWYER,66810,6011993121797971,02/29,89,1,60489.4
ENGINEER,58335,180060340751722,12/24,6998,0,17258.85
ENGINEER,14511,4978057902002,01/25,343,1,13171.95
DOCTOR,86128,6506670964957399,10/28,648,0,9439.8
LAWYER,28629,675918541359,08/31,694,1,24840.98
ENGINEER,92462,2236495733847192,04/31,414,0,15795.55
LAWYER,9789,4437449735262952,06/29,848,1,7334.04
ENGINEER,28575,4096246629502739,11/29,237,1,33671.64
DOCTOR,40921,3585433463926568,04/29,964,0,13902.66
DOCTOR,84762,3542961442220986,06/33,938,0,33181.15
ENGINEER,22305,347090322089338,03/29,840,0,5044.18
ENGINEER,9078,4484206141682326273,12/32,92,0,2335.4
DOCTOR,18701,4427420045655587549,03/29,954,1,15306.06
LAWYER,73411,4363923751966470,03/30,572,1,54946.87
DOCTOR,70124,4400875666011258694,09/26,599,1,55364.01
DOCTOR,85503,3540463606015270,03/28,805,0,35826.24
ENGINEER,66030,4096206778965,12/30,9829,0,24498.34
DOCTOR,71858,2297444085764411,01/26,421,1,69951.21
ENGINEER,19392,38364107387215,01/28,461,1,18180.87
ENGINEER,58681,4394374809393,02/27,714,1,68141.38
ENGINEER,29063,6566117157318713,06/28,61,1,21401.05
DOCTOR,74538,3570925250840339,06/26,1166,0,15819.97
LAWYER,36093,3580391315828900,03/26,395,1,31580.25
ENGINEER,10023,2265298744774445,07/32,907,1,10937.23
DOCTOR,73781,348532190258304,12/30,639,1,88261.06
LAWYER,3520,4103773143878,05/30,964,0,690.86
ENGINEER,44787,3576168286691087,05/30,1,0,20141.74
LAWYER,48348,3512368291378996,02/30,663,0,20898.38
LAWYER,32257,378141813828049,06/33,885,1,26203.29
LAWYER,14560,3528808601971438,05/26,981,0,3781.71
ENGINEER,53197,4410689423025,07/26,328,1,48134.58
LAWYER,87174,4772835240517051671,01/33,206,0,42827.56
LAWYER,65511,4007606204451065,02/29,448,1,51782.9
DOCTOR,39988,6011990359654882,10/29,238,0,16781.49
ENGINEER,24708,4751416480325100739,01/29,770,0,5773.69
ENGINEER,74148,374631517762183,04/32,570,0,29091.83
ENGINEER,15071,4749972312823295,12/33,95,0,4039.09
ENGINEER,84798,4677397778062129,12/29,492,1,83880.48
DOCTOR,54213,36652109330742,11/26,541,1,60518.29
LAWYER,56021,4452731782978600,07/27,499,1,61739.78
LAWYER,10162,30288389869319,03/31,65,0,4538.04
DOCTOR,1287,4193011245210857,09/32,315,0,159.39
LAWYER,41919,180067786080771,09/31,704,1,43848.33
ENGINEER,39726,2352231185456457,07/33,372,1,30588.77
LAWYER,76276,3575268320581020,12/32,112,0,20314.39
LAWYER,86526,4844695620303627,07/26,408,1,84301.78
LAWYER,88071,4189599108761400,01/31,843,0,22994.97
LAWYER,59106,4223607272272334810,05/33,862,0,18195.47
ENGINEER,29098,2704725099861939,04/26,629,0,14508.57
ENGINEER,81842,4694488629841982229,09/33,98,1,62822.63
LAWYER,63388,3563997403413149,06/25,8313,1,65779.5
ENGINEER,36333,6512152711900768,11/31,596,0,9388.46
ENGINEER,95137,5201006624712223,06/31,958,1,72922.98
ENGINEER,94857,4954715424586536,10/26,186,1,73928.55
LAWYER,36999,30048133071087,06/33,217,1,43460.38
LAWYER,27347,213190615512417,09/28,122,0,12356.48
LAWYER,23315,4829489719237436,06/28,577,1,26894.34
DOCTOR,36672,4343908730671049,01/27,837,0,18211.8
LAWYER,86269,342740513409746,03/29,238,1,69373.88
DOCTOR,27121,30261368787091,04/27,501,1,23804.64
ENGINEER,59414,3528897642892620,04/33,228,0,21845.79
LAWYER,76861,3536099494665762,12/28,956,0,22560.32
ENGINEER,13632,676312756189,09/28,381,1,12394.14
ENGINEER,34974,4507108657201833090,07/28,793,1,30738.85
ENGINEER,82615,2248120010770448,12/24,88,1,82358.09
DOCTOR,87628,342643780786418,04/25,57,1,86558.65
DOCTOR,8130,348576217023696,07/25,26,1,6347.33
LAWYER,6905,4910293601989843,04/33,605,0,1993.45
DOCTOR,26917,4412881063849716019,01/33,973,1,26290.8
ENGINEER,68780,4591857874233219068,09/29,203,1,67758.17
DOCTOR,73791,3536644961505726,10/32,75,0,13580.71
ENGINEER,40498,347761914805600,01/30,15,0,16074.0
LAWYER,37807,3570492974276225,07/25,840,0,4161.78
ENGINEER,43507,2278260767663389,04/30,974,0,10525.77
DOCTOR,94489,3577793201627558,09/28,561,0,38937.51
LAWYER,45695,30326972188166,07/25,234,1,44870.04
DOCTOR,59234,30074822487814,08/33,298,1,49198.65
DOCTOR,2485,3503569483617353,01/26,456,0,939.28
ENGINEER,21502,2709255866392822,03/33,699,0,7030.22
DOCTOR,20380,373950146238816,07/30,747,1,22379.72
DOCTOR,77598,676118228466,09/30,342,0,30574.39
LAWYER,3501,4392951922302754024,12/24,527,1,3518.69
ENGINEER,25571,4439841050553637236,08/30,72,0,7550.38
ENGINEER,46556,6580814537128406,11/25,438,1,35689.41
LAWYER,43551,2602151745539980,05/27,5741,0,8907.63
DOCTOR,18505,5258217621319522,09/31,457,1,16831.22
LAWYER,33919,180048061091402,06/28,449,0,11522.95
ENGINEER,87247,180024493959979,01/30,188,1,83482.63
LAWYER,56587,2256047721015004,05/27,448,1,47764.65
ENGINEER,3207,30417804231736,10/34,356,1,2255.27
LAWYER,2002,180062138903804,07/33,2109,0,597.59
DOCTOR,36280,3523789850209727,03/25,215,1,30577.26
LAWYER,75893,180018221396553,11/25,466,1,81000.91
DOCTOR,84910,30180222708491,11/29,799,1,60453.64
DOCTOR,29489,4901353434035668,11/32,265,0,9847.29
